customer_id,total_spent,customer_segment,Churn_Probability,Revenue_At_Risk
C048090,3129.81,VIP,0.75,2347.36
C039983,3047.58,Returning,0.77,2346.64
C052367,2444.2,New,0.96,2346.43
C050033,2346.26,Loyal,1.0,2346.26
C052275,7567.86,VIP,0.31,2346.04
C066861,2417.66,New,0.97,2345.13
C001752,3550.76,Loyal,0.66,2343.5
C074064,2390.84,Loyal,0.98,2343.02
C071404,2465.97,Loyal,0.95,2342.67
C063053,2390.43,Returning,0.98,2342.62
C095472,2390.2,Loyal,0.98,2342.4
C024156,2631.0,VIP,0.89,2341.59
C076693,2340.8,Loyal,1.0,2340.8
C079524,2438.04,Loyal,0.96,2340.52
C034819,3119.14,Returning,0.75,2339.36
C040372,2599.03,New,0.9,2339.13
C096193,2436.42,VIP,0.96,2338.96
C028602,2360.44,VIP,0.99,2336.84
C084534,2360.15,VIP,0.99,2336.55
C086059,4966.6,Loyal,0.47,2334.3
C078689,2456.3,Returning,0.95,2333.48
C066782,4487.32,Returning,0.52,2333.41
C056289,2356.58,VIP,0.99,2333.01
C055909,2380.44,New,0.98,2332.83
C059951,2355.85,Returning,0.99,2332.29
C015268,2332.01,New,1.0,2332.01
C034718,2354.23,VIP,0.99,2330.69
C074787,2708.6,New,0.86,2329.4
C031084,2376.79,Returning,0.98,2329.25
C092735,12940.13,New,0.18,2329.22
C022175,2587.79,VIP,0.9,2329.01
C008865,3472.32,Returning,0.67,2326.45
C067522,2325.63,Loyal,1.0,2325.63
C045554,2801.49,Returning,0.83,2325.24
C056519,2372.58,New,0.98,2325.13
C087804,2348.09,Returning,0.99,2324.61
C082860,2324.04,VIP,1.0,2324.04
C018216,2446.06,Returning,0.95,2323.76
C015725,2346.64,Loyal,0.99,2323.17
C009574,4835.34,VIP,0.48,2320.96
C001349,2416.07,Loyal,0.96,2319.43
C060200,2727.62,Returning,0.85,2318.48
C006925,2793.06,New,0.83,2318.24
C027080,2389.85,Returning,0.97,2318.15
C019571,2341.15,VIP,0.99,2317.74
C044535,2387.59,VIP,0.97,2315.96
C033559,2544.41,New,0.91,2315.41
C093047,2435.9,VIP,0.95,2314.1
C001147,2314.1,New,1.0,2314.1
C004813,2542.67,Returning,0.91,2313.83
C067387,3044.21,VIP,0.76,2313.6
C091958,25697.33,Returning,0.09,2312.76
C082474,2459.18,Returning,0.94,2311.63
C086483,2484.3,Returning,0.93,2310.4
C060742,2332.22,Returning,0.99,2308.9
C060781,2331.95,Loyal,0.99,2308.63
C074381,4048.4,Loyal,0.57,2307.59
C050425,2329.8,New,0.99,2306.5
C017552,2305.42,New,1.0,2305.42
C061276,2304.8,Loyal,1.0,2304.8
C057398,2503.7,VIP,0.92,2303.4
C070763,6398.27,Returning,0.36,2303.38
C033918,2347.38,Loyal,0.98,2300.43
C001231,2299.69,VIP,1.0,2299.69
C089957,5110.3,Loyal,0.45,2299.64
C075563,2345.61,Returning,0.98,2298.7
C035115,2642.09,Loyal,0.87,2298.62
C079277,2445.12,Returning,0.94,2298.41
C037557,2290.9,Loyal,1.0,2290.9
C096742,6190.74,Returning,0.37,2290.57
C024955,8176.4,New,0.28,2289.39
C059624,2515.35,Loyal,0.91,2288.97
C006542,2540.5,Returning,0.9,2286.45
C043524,4853.39,New,0.47,2281.09
C073990,2533.57,Returning,0.9,2280.21
C009921,2326.22,New,0.98,2279.7
C019839,2279.56,Returning,1.0,2279.56
C098956,2922.28,Returning,0.78,2279.38
C094932,2399.06,New,0.95,2279.11
C005235,11990.98,Returning,0.19,2278.29
C089822,2323.94,VIP,0.98,2277.46
C042176,3398.17,New,0.67,2276.77
C024096,3793.5,Returning,0.6,2276.1
C029522,2809.74,Loyal,0.81,2275.89
C011792,2320.02,Loyal,0.98,2273.62
C083944,2642.81,Loyal,0.86,2272.82
C054394,2343.1,Loyal,0.97,2272.81
C095836,2294.74,Loyal,0.99,2271.79
C068782,2291.47,New,0.99,2268.56
C011590,2288.59,Loyal,0.99,2265.7
C072536,2570.86,New,0.88,2262.36
C018703,2600.22,Returning,0.87,2262.19
C073358,2307.89,Returning,0.98,2261.73
C047303,2260.76,New,1.0,2260.76
C095207,2260.68,VIP,1.0,2260.68
C063331,2259.74,VIP,1.0,2259.74
C004544,7282.68,Loyal,0.31,2257.63
C090629,7054.59,Loyal,0.32,2257.47
C013766,2818.13,Loyal,0.8,2254.5
C097730,2254.34,VIP,1.0,2254.34
C030949,2300.34,New,0.98,2254.33
C075339,2275.37,Loyal,0.99,2252.62
C033112,2296.16,Loyal,0.98,2250.24
C000832,2445.25,New,0.92,2249.63
C051984,2776.91,Returning,0.81,2249.3
C056892,2271.46,Loyal,0.99,2248.75
C062265,2248.6,Returning,1.0,2248.6
C053661,2293.59,Loyal,0.98,2247.72
C027186,3353.2,New,0.67,2246.64
C046879,2364.49,New,0.95,2246.27
C007209,2337.9,New,0.96,2244.38
C053382,5608.31,Loyal,0.4,2243.32
C051566,2360.0,New,0.95,2242.0
C031491,14914.7,Returning,0.15,2237.2
C014248,2236.8,VIP,1.0,2236.8
C020866,2378.27,Returning,0.94,2235.57
C050359,2255.94,VIP,0.99,2233.38
C030503,27891.61,VIP,0.08,2231.33
C056647,2348.2,New,0.95,2230.79
C068427,2252.77,VIP,0.99,2230.24
C007731,4954.2,Loyal,0.45,2229.39
C027457,2296.96,Loyal,0.97,2228.05
C020165,3906.42,New,0.57,2226.66
C031949,2271.86,Loyal,0.98,2226.42
C031467,2248.14,Loyal,0.99,2225.66
C099955,2225.11,VIP,1.0,2225.11
C004605,2366.94,New,0.94,2224.92
C097619,2292.87,Loyal,0.97,2224.08
C088750,2366.01,New,0.94,2224.05
C096491,2390.28,Returning,0.93,2222.96
C021143,3704.66,Loyal,0.6,2222.8
C091590,3001.25,New,0.74,2220.93
C028779,2288.99,New,0.97,2220.32
C066954,2288.59,VIP,0.97,2219.93
C024909,2336.43,Returning,0.95,2219.61
C035797,22190.59,Returning,0.1,2219.06
C033880,2311.43,Returning,0.96,2218.97
C042660,2919.54,VIP,0.76,2218.85
C021078,2287.24,Returning,0.97,2218.62
C088401,2549.94,VIP,0.87,2218.45
C053660,2286.42,Returning,0.97,2217.83
C025416,2216.46,Returning,1.0,2216.46
C098358,2215.78,Loyal,1.0,2215.78
C082683,2235.49,New,0.99,2213.14
C050195,2328.77,VIP,0.95,2212.33
C030782,5672.26,New,0.39,2212.18
C073369,5978.4,Returning,0.37,2212.01
C037393,2234.2,VIP,0.99,2211.86
C099398,2428.91,Returning,0.91,2210.31
C017248,2232.61,Loyal,0.99,2210.28
C091093,2599.73,VIP,0.85,2209.77
C030702,11628.05,VIP,0.19,2209.33
C065971,2231.61,New,0.99,2209.29
C026550,2375.16,Loyal,0.93,2208.9
C012753,2349.31,VIP,0.94,2208.35
C007970,2229.04,VIP,0.99,2206.75
C015207,2228.27,New,0.99,2205.99
C001058,2589.09,Loyal,0.85,2200.73
C034587,2291.02,Returning,0.96,2199.38
C041648,2338.75,VIP,0.94,2198.42
C064194,2197.1,Returning,1.0,2197.1
C030823,2525.07,New,0.87,2196.81
C049198,2194.78,Loyal,1.0,2194.78
C046407,2309.83,Loyal,0.95,2194.34
C016324,10448.78,New,0.21,2194.24
C050381,2285.51,Loyal,0.96,2194.09
C022644,12185.46,Returning,0.18,2193.38
C020628,2383.91,VIP,0.92,2193.2
C008038,2215.3,Loyal,0.99,2193.15
C061661,2193.04,VIP,1.0,2193.04
C095445,2610.0,Loyal,0.84,2192.4
C032580,12175.16,Returning,0.18,2191.53
C008093,9525.87,Returning,0.23,2190.95
C072346,3981.26,VIP,0.55,2189.69
C051464,2256.31,New,0.97,2188.62
C013536,2210.55,Returning,0.99,2188.44
C047759,2327.91,VIP,0.94,2188.24
C012692,3473.2,Loyal,0.63,2188.12
C039419,2733.96,VIP,0.8,2187.17
C009141,2186.79,Returning,1.0,2186.79
C041472,2277.5,New,0.96,2186.4
C040782,2229.32,VIP,0.98,2184.73
C067479,3032.31,VIP,0.72,2183.26
C073601,2246.42,New,0.97,2179.03
C055696,2268.76,New,0.96,2178.01
C038677,2827.27,VIP,0.77,2177.0
C007618,2198.9,VIP,0.99,2176.91
C078120,2220.77,Returning,0.98,2176.35
C084872,2241.78,Loyal,0.97,2174.53
C039050,2196.23,Loyal,0.99,2174.27
C048228,2441.31,Loyal,0.89,2172.77
C044604,21725.6,Loyal,0.1,2172.56
C013520,2358.25,Returning,0.92,2169.59
C083132,2283.67,Returning,0.95,2169.49
C013812,2332.7,New,0.93,2169.41
C099539,2283.19,New,0.95,2169.03
C067955,2408.38,Returning,0.9,2167.54
C016069,2257.58,Loyal,0.96,2167.28
C072914,2279.76,Returning,0.95,2165.77
C015293,2379.23,New,0.91,2165.1
C093386,2545.48,New,0.85,2163.66
C021899,3727.13,New,0.58,2161.74
C037819,2202.34,Returning,0.98,2158.29
C072642,2452.4,Loyal,0.88,2158.11
C070458,2996.85,Loyal,0.72,2157.73
C008486,2369.6,Returning,0.91,2156.34
C011322,2245.09,Returning,0.96,2155.29
C002087,2245.08,VIP,0.96,2155.28
C048467,2155.08,Loyal,1.0,2155.08
C013209,2199.04,Returning,0.98,2155.06
C099477,2154.7,VIP,1.0,2154.7
C016039,2220.99,VIP,0.97,2154.36
C007738,2173.97,VIP,0.99,2152.23
C080797,2150.93,New,1.0,2150.93
C039624,3070.94,Returning,0.7,2149.66
C028585,2528.46,New,0.85,2149.19
C036781,2215.6,Returning,0.97,2149.13
C021164,4884.19,VIP,0.44,2149.04
C020446,2149.01,VIP,1.0,2149.01
C034629,2170.69,Returning,0.99,2148.98
C052094,2414.55,New,0.89,2148.95
C003892,3113.81,New,0.69,2148.53
C009130,4212.61,Loyal,0.51,2148.43
C039248,2261.31,Loyal,0.95,2148.24
C075795,2526.68,VIP,0.85,2147.68
C059340,5963.33,Returning,0.36,2146.8
C047945,2212.07,VIP,0.97,2145.71
C098114,14304.51,New,0.15,2145.68
C014825,2167.15,VIP,0.99,2145.48
C043217,2189.27,Returning,0.98,2145.48
C069806,2231.69,VIP,0.96,2142.42
C022322,2163.31,VIP,0.99,2141.68
C060928,2277.04,Loyal,0.94,2140.42
C099908,2182.64,VIP,0.98,2138.99
C058584,2251.38,Loyal,0.95,2138.81
C067150,2159.62,New,0.99,2138.02
C049586,2158.97,Returning,0.99,2137.38
C002892,15250.0,Returning,0.14,2135.0
C089484,15243.18,VIP,0.14,2134.05
C025390,2177.08,VIP,0.98,2133.54
C072201,2960.94,Loyal,0.72,2131.88
C051634,2152.89,Loyal,0.99,2131.36
C077511,2151.36,New,0.99,2129.85
C088718,2877.87,New,0.74,2129.62
C031061,2194.55,New,0.97,2128.71
C020428,2217.4,Loyal,0.96,2128.7
C072860,2474.46,Loyal,0.86,2128.04
C067100,13298.32,Loyal,0.16,2127.73
C065190,2148.22,VIP,0.99,2126.74
C089274,2126.5,Returning,1.0,2126.5
C013365,2530.49,VIP,0.84,2125.61
C077944,3125.08,New,0.68,2125.05
C034245,2165.42,Loyal,0.98,2122.11
C069529,2257.29,Loyal,0.94,2121.85
C090027,2791.46,Returning,0.76,2121.51
C069972,26499.05,Loyal,0.08,2119.92
C068901,2648.62,Loyal,0.8,2118.9
C003017,2354.05,VIP,0.9,2118.65
C028665,2277.99,New,0.93,2118.53
C023806,2117.53,Loyal,1.0,2117.53
C028160,2202.77,Returning,0.96,2114.66
C075328,2249.61,New,0.94,2114.63
C037853,2202.47,Returning,0.96,2114.37
C071939,2157.42,VIP,0.98,2114.27
C019475,2134.55,Loyal,0.99,2113.2
C064274,2271.76,VIP,0.93,2112.74
C093084,2200.26,Loyal,0.96,2112.25
C035641,2295.8,New,0.92,2112.14
C025341,15084.36,VIP,0.14,2111.81
C072283,2154.36,Returning,0.98,2111.27
C097717,2671.85,VIP,0.79,2110.76
C062237,2638.1,VIP,0.8,2110.48
C054268,2153.27,VIP,0.98,2110.2
C099132,2130.06,VIP,0.99,2108.76
C049262,2422.38,Returning,0.87,2107.47
C066460,3096.63,Returning,0.68,2105.71
C022388,2148.48,VIP,0.98,2105.51
C011693,2535.94,Loyal,0.83,2104.83
C001842,2262.9,VIP,0.93,2104.5
C020536,2213.91,Returning,0.95,2103.21
C076252,2595.35,New,0.81,2102.23
C046715,2102.14,VIP,1.0,2102.14
C004624,2121.85,Returning,0.99,2100.63
C082106,3043.67,Loyal,0.69,2100.13
C099179,2121.16,VIP,0.99,2099.95
C021190,2141.56,VIP,0.98,2098.73
C015808,2119.26,Loyal,0.99,2098.07
C012899,2329.62,VIP,0.9,2096.66
C080490,2095.89,Returning,1.0,2095.89
C050270,4657.11,VIP,0.45,2095.7
C043009,2157.38,VIP,0.97,2092.66
C056599,2551.06,Returning,0.82,2091.87
C064234,2112.82,New,0.99,2091.69
C040148,3217.26,VIP,0.65,2091.22
C041056,2402.56,Returning,0.87,2090.23
C043515,2088.23,VIP,1.0,2088.23
C017100,2641.53,Returning,0.79,2086.81
C028103,2084.85,Loyal,1.0,2084.85
C042508,2104.73,Loyal,0.99,2083.68
C028677,2572.04,Loyal,0.81,2083.35
C072193,2123.5,Returning,0.98,2081.03
C008184,2143.85,VIP,0.97,2079.53
C081712,3998.57,Loyal,0.52,2079.26
C095415,2474.06,Returning,0.84,2078.21
C002955,4831.81,Loyal,0.43,2077.68
C028442,2097.24,New,0.99,2076.27
C044724,2357.98,Returning,0.88,2075.02
C094265,2095.3,Loyal,0.99,2074.35
C054043,2205.18,Loyal,0.94,2072.87
C020264,14804.72,VIP,0.14,2072.66
C001676,2623.38,VIP,0.79,2072.47
C065183,2181.18,Loyal,0.95,2072.12
C096984,12950.53,New,0.16,2072.08
C069293,2135.91,Returning,0.97,2071.83
C055117,2325.96,VIP,0.89,2070.1
C071922,2111.34,Loyal,0.98,2069.11
C021790,2068.64,Returning,1.0,2068.64
C041869,2131.59,Loyal,0.97,2067.64
C044919,2109.76,VIP,0.98,2067.56
C002779,2793.54,VIP,0.74,2067.22
C088891,2130.02,Returning,0.97,2066.12
C047726,2374.7,VIP,0.87,2065.99
C020365,2129.65,VIP,0.97,2065.76
C024456,2828.8,VIP,0.73,2065.02
C023638,2064.52,VIP,1.0,2064.52
C044797,2548.49,Returning,0.81,2064.28
C013465,2172.64,VIP,0.95,2064.01
C080609,3557.5,New,0.58,2063.35
C028551,2104.49,Loyal,0.98,2062.4
C052468,2104.21,New,0.98,2062.13
C022274,2082.55,VIP,0.99,2061.72
C061574,11452.44,Returning,0.18,2061.44
C082158,2712.1,New,0.76,2061.2
C098941,2396.72,New,0.86,2061.18
C053444,2146.64,New,0.96,2060.77
C056762,2101.2,Loyal,0.98,2059.18
C078033,3119.86,New,0.66,2059.11
C046146,2366.13,VIP,0.87,2058.53
C047221,2121.8,New,0.97,2058.15
C091066,3428.13,Returning,0.6,2056.88
C045384,2419.74,New,0.85,2056.78
C091411,3316.42,Returning,0.62,2056.18
C076502,2187.02,Returning,0.94,2055.8
C058526,3669.11,New,0.56,2054.7
C087811,10267.85,New,0.2,2053.57
C058112,2137.24,Loyal,0.96,2051.75
C043546,7889.86,Loyal,0.26,2051.36
C069479,2134.48,New,0.96,2049.1
C071620,2225.17,Returning,0.92,2047.16
C002034,2109.86,Returning,0.97,2046.56
C022289,2086.93,VIP,0.98,2045.19
C090294,2271.4,New,0.9,2044.26
C064220,2174.33,Returning,0.94,2043.87
C010207,8514.84,New,0.24,2043.56
C055377,5523.02,Loyal,0.37,2043.52
C077993,2585.53,VIP,0.79,2042.57
C089460,2062.07,VIP,0.99,2041.45
C031591,2102.48,Returning,0.97,2039.41
C053930,2578.66,Returning,0.79,2037.14
C076648,2340.8,VIP,0.87,2036.5
C050715,2098.17,Returning,0.97,2035.22
C062545,2096.86,Loyal,0.97,2033.95
C050442,2075.06,VIP,0.98,2033.56
C016317,2074.14,Returning,0.98,2032.66
C057512,2094.19,New,0.97,2031.36
C006291,2943.32,Returning,0.69,2030.89
C032395,2093.21,Returning,0.97,2030.41
C000475,2899.69,Loyal,0.7,2029.78
C036996,2536.99,Returning,0.8,2029.59
C098357,2205.61,New,0.92,2029.16
C067142,2181.69,Returning,0.93,2028.97
C052277,2204.89,Returning,0.92,2028.5
C062904,2090.72,VIP,0.97,2028.0
C012726,4223.22,VIP,0.48,2027.15
C078703,2302.24,Loyal,0.88,2025.97
C042644,2299.06,Returning,0.88,2023.17
C000699,2022.86,Loyal,1.0,2022.86
C056984,2063.94,Returning,0.98,2022.66
C056515,2888.41,VIP,0.7,2021.89
C092062,2062.98,VIP,0.98,2021.72
C076354,2060.91,New,0.98,2019.69
C009688,2059.89,New,0.98,2018.69
C051203,2017.53,Returning,1.0,2017.53
C045400,2015.87,Loyal,1.0,2015.87
C031781,2035.68,Returning,0.99,2015.32
C056114,2054.09,Returning,0.98,2013.01
C094213,2096.84,Loyal,0.96,2012.97
C022190,2187.88,VIP,0.92,2012.85
C001859,2211.88,New,0.91,2012.81
C054449,2032.84,Returning,0.99,2012.51
C049922,5438.86,New,0.37,2012.38
C062247,2011.56,New,1.0,2011.56
C092403,8045.67,New,0.25,2011.42
C053290,4021.6,Returning,0.5,2010.8
C009275,4184.76,Returning,0.48,2008.68
C053039,6686.72,Returning,0.3,2006.02
C005035,5014.91,Loyal,0.4,2005.96
C066290,2046.89,Loyal,0.98,2005.95
C046006,3581.55,New,0.56,2005.67
C035374,2156.48,Returning,0.93,2005.53
C095676,2046.13,New,0.98,2005.21
C035328,3084.91,New,0.65,2005.19
C030066,13366.71,New,0.15,2005.01
C094797,6908.94,New,0.29,2003.59
C070944,5414.08,New,0.37,2003.21
C053860,2022.66,New,0.99,2002.43
C017874,2085.86,Loyal,0.96,2002.43
C060626,2198.36,Loyal,0.91,2000.51
C069449,2499.04,Returning,0.8,1999.23
C088236,2017.83,New,0.99,1997.65
C094658,2037.85,New,0.98,1997.09
C084280,2194.32,New,0.91,1996.83
C075076,2036.72,Loyal,0.98,1995.99
C050104,1994.94,VIP,1.0,1994.94
C076623,4071.29,Returning,0.49,1994.93
C078484,2015.05,New,0.99,1994.9
C027235,2035.52,New,0.98,1994.81
C091045,2011.59,VIP,0.99,1991.47
C003176,2188.01,VIP,0.91,1991.09
C013028,3432.16,Loyal,0.58,1990.65
C036150,6219.66,New,0.32,1990.29
C075370,2970.28,VIP,0.67,1990.09
C029381,2136.39,VIP,0.93,1986.84
C007302,2112.34,VIP,0.94,1985.6
C080926,2158.03,Returning,0.92,1985.39
C029090,7939.06,New,0.25,1984.76
C066623,2132.85,Returning,0.93,1983.55
C030964,2509.23,New,0.79,1982.29
C002517,2043.32,Loyal,0.97,1982.02
C079129,2064.57,Loyal,0.96,1981.99
C003822,1981.54,VIP,1.0,1981.54
C073842,2021.11,VIP,0.98,1980.69
C040299,2787.48,VIP,0.71,1979.11
C013660,2603.93,New,0.76,1978.99
C042456,2326.14,VIP,0.85,1977.22
C084351,2034.2,Returning,0.97,1973.17
C043092,2077.01,Loyal,0.95,1973.16
C084023,2054.51,VIP,0.96,1972.33
C070041,2097.56,VIP,0.94,1971.71
C035737,1971.06,Loyal,1.0,1971.06
C087931,2008.35,VIP,0.98,1968.18
C087338,3279.66,VIP,0.6,1967.8
C058263,1966.62,Loyal,1.0,1966.62
C044834,2004.56,Returning,0.98,1964.47
C096853,2024.55,Returning,0.97,1963.81
C051263,10332.61,Loyal,0.19,1963.2
C095328,2133.25,Returning,0.92,1962.59
C050243,8176.96,Returning,0.24,1962.47
C086128,1981.54,Loyal,0.99,1961.72
C056753,4456.28,Returning,0.44,1960.76
C048222,5766.08,Loyal,0.34,1960.47
C073282,3212.63,VIP,0.61,1959.7
C064002,2059.46,New,0.95,1956.49
C040896,1956.27,New,1.0,1956.27
C091126,3556.66,Returning,0.55,1956.16
C075574,2793.38,New,0.7,1955.37
C040341,1974.93,New,0.99,1955.18
C045129,2057.63,Loyal,0.95,1954.75
C010613,2298.54,Loyal,0.85,1953.76
C080385,1973.47,New,0.99,1953.74
C056718,2638.28,VIP,0.74,1952.33
C093249,2054.58,VIP,0.95,1951.85
C017495,2192.66,VIP,0.89,1951.47
C073206,3096.07,VIP,0.63,1950.52
C040212,1949.76,VIP,1.0,1949.76
C051626,4427.35,VIP,0.44,1948.03
C077670,2950.6,New,0.66,1947.4
C005661,3091.04,Returning,0.63,1947.36
C046500,2006.0,VIP,0.97,1945.82
C052662,1944.33,New,1.0,1944.33
C055584,2736.58,New,0.71,1942.97
C048179,2003.02,New,0.97,1942.93
C066944,1961.81,Loyal,0.99,1942.19
C004196,2851.71,VIP,0.68,1939.16
C027287,2062.1,Returning,0.94,1938.37
C057845,1938.02,VIP,1.0,1938.02
C068132,4967.22,New,0.39,1937.22
C026425,1995.19,Returning,0.97,1935.33
C054960,2058.58,Returning,0.94,1935.07
C011426,12900.2,Returning,0.15,1935.03
C006249,1953.88,Returning,0.99,1934.34
C021505,19334.97,VIP,0.1,1933.5
C061163,2927.84,New,0.66,1932.37
C050506,2219.18,New,0.87,1930.69
C088045,4825.12,Returning,0.4,1930.05
C077574,1929.94,New,1.0,1929.94
C054106,1948.48,Returning,0.99,1929.0
C097138,2922.45,New,0.66,1928.82
C041999,1988.26,Returning,0.97,1928.61
C041781,6426.68,VIP,0.3,1928.0
C036152,3323.57,VIP,0.58,1927.67
C099907,2241.3,Returning,0.86,1927.52
C060903,2876.57,Returning,0.67,1927.3
C073924,3854.38,Returning,0.5,1927.19
C097201,7134.88,VIP,0.27,1926.42
C081268,19261.09,Loyal,0.1,1926.11
C017708,2751.25,Loyal,0.7,1925.87
C069041,1964.91,Returning,0.98,1925.61
C087886,1925.31,VIP,1.0,1925.31
C071482,1964.15,Returning,0.98,1924.87
C037817,2565.98,VIP,0.75,1924.48
C086899,3631.07,VIP,0.53,1924.47
C017241,2186.53,Returning,0.88,1924.15
C088370,2263.45,Returning,0.85,1923.93
C005800,1962.18,Returning,0.98,1922.94
C098959,1982.13,Loyal,0.97,1922.67
C037958,1981.12,Returning,0.97,1921.69
C073612,2314.22,Loyal,0.83,1920.8
C041822,1938.73,New,0.99,1919.34
C036331,2017.4,Returning,0.95,1916.53
C003242,1935.89,VIP,0.99,1916.53
C058833,1995.98,Loyal,0.96,1916.14
C071077,1935.48,Returning,0.99,1916.13
C050799,1973.66,Returning,0.97,1914.45
C038054,1994.19,Loyal,0.96,1914.42
C094380,1931.21,New,0.99,1911.9
C052602,1970.39,VIP,0.97,1911.28
C034301,1970.17,VIP,0.97,1911.06
C015395,1949.61,Loyal,0.98,1910.62
C057645,2984.57,VIP,0.64,1910.12
C077218,1989.55,Returning,0.96,1909.97
C052316,2300.58,Loyal,0.83,1909.48
C092703,1907.03,New,1.0,1907.03
C080842,3125.89,Loyal,0.61,1906.79
C071918,2931.71,New,0.65,1905.61
C004412,7056.43,Loyal,0.27,1905.24
C034243,1902.67,New,1.0,1902.67
C087656,1960.61,Returning,0.97,1901.79
C035396,3222.96,Returning,0.59,1901.55
C075405,2136.21,VIP,0.89,1901.23
C012180,1959.48,Returning,0.97,1900.7
C098823,4525.42,New,0.42,1900.68
C062668,1979.88,VIP,0.96,1900.68
C081966,1958.97,VIP,0.97,1900.2
C086017,1919.06,VIP,0.99,1899.87
C044887,6128.43,New,0.31,1899.81
C059272,1899.69,New,1.0,1899.69
C029848,13564.6,Returning,0.14,1899.04
C079947,1917.66,Loyal,0.99,1898.48
C031744,1977.29,Returning,0.96,1898.2
C016070,2108.67,VIP,0.9,1897.8
C057810,2131.92,VIP,0.89,1897.41
C060024,9033.83,New,0.21,1897.1
C073495,1896.59,New,1.0,1896.59
C056541,13542.63,VIP,0.14,1895.97
C042603,12619.95,VIP,0.15,1892.99
C081135,2057.13,New,0.92,1892.56
C002505,1971.04,New,0.96,1892.2
C030963,2055.38,New,0.92,1890.95
C019485,1990.43,Loyal,0.95,1890.91
C001292,1909.79,Loyal,0.99,1890.69
C061212,5109.13,Loyal,0.37,1890.38
C048273,1908.27,Returning,0.99,1889.19
C063474,1946.47,Returning,0.97,1888.08
C069063,1926.02,VIP,0.98,1887.5
C034790,1945.86,VIP,0.97,1887.48
C098031,1925.88,New,0.98,1887.36
C057426,1986.26,Returning,0.95,1886.95
C076034,1985.99,Returning,0.95,1886.69
C009421,1884.38,Returning,1.0,1884.38
C064260,1883.27,VIP,1.0,1883.27
C029526,5231.03,New,0.36,1883.17
C019355,2046.3,New,0.92,1882.6
C035464,2294.46,Returning,0.82,1881.46
C026909,2138.02,Returning,0.88,1881.46
C018787,2137.65,New,0.88,1881.13
C079961,2021.61,New,0.93,1880.1
C092625,2065.86,Returning,0.91,1879.93
C051732,1918.0,VIP,0.98,1879.64
C050343,6960.61,New,0.27,1879.36
C021337,1879.04,Returning,1.0,1879.04
C020833,2019.45,VIP,0.93,1878.09
C024883,1896.43,VIP,0.99,1877.47
C051983,1877.29,VIP,1.0,1877.29
C049119,2470.0,Loyal,0.76,1877.2
C010555,1953.64,Returning,0.96,1875.49
C008286,1932.35,New,0.97,1874.38
C074545,7809.67,Loyal,0.24,1874.32
C021921,1891.94,Returning,0.99,1873.02
C041828,1930.73,Returning,0.97,1872.81
C053111,2370.03,New,0.79,1872.32
C021746,3342.25,New,0.56,1871.66
C029635,18711.24,VIP,0.1,1871.12
C015551,1870.43,New,1.0,1870.43
C048027,1928.05,Returning,0.97,1870.21
C017650,1925.21,Returning,0.97,1867.45
C036466,2963.72,VIP,0.63,1867.14
C012213,1924.05,VIP,0.97,1866.33
C046273,1884.02,Returning,0.99,1865.18
C058574,1903.16,Loyal,0.98,1865.1
C071756,1922.64,Returning,0.97,1864.96
C056730,1922.59,VIP,0.97,1864.91
C040448,1922.57,VIP,0.97,1864.89
C037161,4907.21,New,0.38,1864.74
C091841,1883.44,VIP,0.99,1864.61
C095047,1864.47,Loyal,1.0,1864.47
C067504,1882.08,VIP,0.99,1863.26
C000461,1940.67,VIP,0.96,1863.04
C018190,9312.33,New,0.2,1862.47
C082354,2909.86,Loyal,0.64,1862.31
C075054,5167.09,Returning,0.36,1860.15
C062354,3320.2,Loyal,0.56,1859.31
C030218,5633.22,New,0.33,1858.96
C089611,2134.64,VIP,0.87,1857.14
C038518,1856.35,VIP,1.0,1856.35
C031384,4124.81,New,0.45,1856.16
C029036,2039.51,New,0.91,1855.95
C036779,2474.5,Returning,0.75,1855.88
C015404,1893.04,Returning,0.98,1855.18
C027138,7728.44,VIP,0.24,1854.83
C008236,1873.54,New,0.99,1854.8
C041777,2131.35,VIP,0.87,1854.27
C002868,1931.42,Loyal,0.96,1854.16
C029881,1852.44,Loyal,1.0,1852.44
C083154,2344.74,VIP,0.79,1852.34
C097243,3307.55,Returning,0.56,1852.23
C019205,1929.29,VIP,0.96,1852.12
C054899,1908.97,VIP,0.97,1851.7
C099388,3034.7,New,0.61,1851.17
C082058,1969.09,New,0.94,1850.94
C032291,2127.41,New,0.87,1850.85
C063068,3186.95,Loyal,0.58,1848.43
C088110,1886.07,VIP,0.98,1848.35
C047180,1884.54,Returning,0.98,1846.85
C044268,1903.18,Loyal,0.97,1846.08
C092501,1864.51,New,0.99,1845.86
C094404,2028.03,New,0.91,1845.51
C010094,1921.48,Returning,0.96,1844.62
C041378,2095.94,Loyal,0.88,1844.43
C052766,4390.64,Returning,0.42,1844.07
C028178,1881.69,VIP,0.98,1844.06
C008857,3022.79,Loyal,0.61,1843.9
C063992,1881.42,VIP,0.98,1843.79
C013434,1881.16,New,0.98,1843.54
C048919,1860.93,New,0.99,1842.32
C052716,2669.81,New,0.69,1842.17
C095209,2045.4,Loyal,0.9,1840.86
C056008,2358.57,Loyal,0.78,1839.68
C072638,1877.17,VIP,0.98,1839.63
C085862,1856.79,Returning,0.99,1838.22
C002440,1890.87,Loyal,0.97,1834.14
C000537,1890.57,Loyal,0.97,1833.85
